YEAR,MO,DY,T2M_MAX,T2M_MIN,T2M_RANGE,PRECTOTCORR,WS10M_MAX,WS10M_MIN,,Date
1991,1,1,29.08,14.9,-258.98,0.41,8.74,4.27,,1991-01-01
1991,1,2,30.37,14.49,-257.27,1.18,7.62,3.55,,1991-01-02
1991,1,3,30.15,14.38,-257.38,0.14,7.35,3.63,,1991-01-03
1991,1,4,30.44,14.31,-257.02,0,7.45,3.62,,1991-01-04
1991,1,5,30.32,15.62,-258.45,0.06,6.55,3.12,,1991-01-05
1991,1,6,29.63,15.87,-259.39,2.33,6.55,3.11,,1991-01-06
1991,1,7,28.96,16.05,-260.24,4.85,6.91,3.09,,1991-01-07
1991,1,8,28.69,14.35,-258.81,1.9,7.26,3.44,,1991-01-08
1991,1,9,29.23,13.17,-257.09,0.07,8.48,3.47,,1991-01-09
1991,1,10,30.1,13.66,-256.72,0,7.63,3.59,,1991-01-10
1991,1,11,29.82,13.8,-257.13,0,7.86,3.52,,1991-01-11
1991,1,12,29.94,15.07,-258.27,0,8.34,4.67,,1991-01-12
1991,1,13,28.93,13.55,-257.77,0,9.67,4.68,,1991-01-13
1991,1,14,30.12,13.08,-256.11,0,9.06,4.47,,1991-01-14
1991,1,15,31.42,13.15,-254.88,0,8.97,4.36,,1991-01-15
1991,1,16,31.08,13.33,-255.41,0,9.42,4.77,,1991-01-16
1991,1,17,30.6,14.1,-256.64,0,9.48,4.79,,1991-01-17
1991,1,18,30.47,13.15,-255.84,0,9.32,5.37,,1991-01-18
1991,1,19,30.37,12.37,-255.17,0,10.27,5.18,,1991-01-19
1991,1,20,30.61,12.74,-255.28,0,10.25,4.59,,1991-01-20
1991,1,21,31.38,13.41,-255.17,0,10.54,5.13,,1991-01-21
1991,1,22,31.02,14.91,-257.04,0,10.78,4.38,,1991-01-22
1991,1,23,31.29,14.63,-256.49,0.01,9.91,4.39,,1991-01-23
1991,1,24,30.73,15.57,-257.99,0.12,7.83,3.73,,1991-01-24
1991,1,25,31.15,16.4,-258.4,0.08,7.03,0.14,,1991-01-25
1991,1,26,31.02,18.05,-260.18,3.27,7.02,1.2,,1991-01-26
1991,1,27,30.26,16.97,-259.86,3.56,6.88,1.92,,1991-01-27
1991,1,28,29.98,16.29,-259.46,0.24,8.33,3.9,,1991-01-28
1991,1,29,29.62,15.7,-259.24,0.01,7.95,4.12,,1991-01-29
1991,1,30,30.98,15.39,-257.56,0.02,6.62,2.59,,1991-01-30
1991,1,31,30.03,15.48,-258.6,0.3,6.13,2.69,,1991-01-31
1991,2,1,30.82,15.62,-257.96,0,8.56,4.2,,1991-02-01
1991,2,2,30.26,14.29,-257.17,0,10.91,5.29,,1991-02-02
1991,2,3,31.02,13.67,-255.8,0,9.27,4.31,,1991-02-03
1991,2,4,32.19,14.37,-255.33,0,7.76,4.45,,1991-02-04
1991,2,5,32.33,14.78,-255.6,0,9.43,4.87,,1991-02-05
1991,2,6,32.45,14.9,-255.6,0,7.88,4.52,,1991-02-06
1991,2,7,32.06,15.51,-256.6,0,7.35,3.13,,1991-02-07
1991,2,8,30.88,15.26,-257.52,0.64,6.46,1.29,,1991-02-08
1991,2,9,32.77,15.32,-255.7,0.67,6.14,2.98,,1991-02-09
1991,2,10,31.98,15.4,-256.56,0.02,7.83,3.42,,1991-02-10
1991,2,11,30.01,16.36,-259.5,0.63,7.31,3.7,,1991-02-11
1991,2,12,30.33,18.15,-260.96,2.72,7.02,3.58,,1991-02-12
1991,2,13,30.03,16.12,-259.24,0,8.84,4.67,,1991-02-13
1991,2,14,29.56,16.48,-260.07,0,6.72,3.3,,1991-02-14
1991,2,15,30.39,16.55,-259.31,0,8.21,4.65,,1991-02-15
1991,2,16,29.51,15.88,-259.52,0.17,10.54,5.04,,1991-02-16
1991,2,17,30.12,15.9,-258.92,1.9,10.6,3.72,,1991-02-17
1991,2,18,29.31,16.51,-260.35,0.65,7.98,2.67,,1991-02-18
1991,2,19,30.72,17.94,-260.37,0.17,5.83,1.32,,1991-02-19
1991,2,20,31.23,18.78,-260.69,1.64,6.52,0.95,,1991-02-20
1991,2,21,30.21,18.64,-261.58,0.14,6.76,2.59,,1991-02-21
1991,2,22,31.75,17.9,-259.31,0,10.34,5.19,,1991-02-22
1991,2,23,31.23,17.69,-259.6,0.57,8.83,5.53,,1991-02-23
1991,2,24,31.48,16.81,-258.49,1.12,8.88,4.59,,1991-02-24
1991,2,25,31.12,15.48,-257.51,1.05,8.17,3.77,,1991-02-25
1991,2,26,32.46,14.99,-255.67,0,8.77,5.44,,1991-02-26
1991,2,27,32.58,14.48,-255.05,0.01,7.47,3.91,,1991-02-27
1991,2,28,32.63,14.95,-255.47,2.24,6.56,1.88,,1991-02-28
1991,3,1,32.39,16.51,-257.27,0.61,7.43,2.33,,1991-03-01
1991,3,2,32.75,16.26,-256.67,0.06,8.52,5.34,,1991-03-02
1991,3,3,32.01,15.92,-257.06,0,9.05,5.27,,1991-03-03
1991,3,4,31.65,15.2,-256.7,0.15,8.88,4.96,,1991-03-04
1991,3,5,31.22,16.47,-258.41,0.42,8.08,4.32,,1991-03-05
1991,3,6,30.3,17.11,-259.97,3.32,8.56,3.66,,1991-03-06
1991,3,7,29.63,14.33,-257.85,0.07,7.67,4.92,,1991-03-07
1991,3,8,30.86,16.48,-258.77,0.37,8.25,4.16,,1991-03-08
1991,3,9,29.87,16.06,-259.35,2.49,9.05,4.61,,1991-03-09
1991,3,10,28.5,16.47,-261.12,6.77,8.3,5.23,,1991-03-10
1991,3,11,28.72,16.52,-260.95,13.38,6.71,4.25,,1991-03-11
1991,3,12,27.25,16.32,-262.22,18.12,6.41,2.7,,1991-03-12
1991,3,13,29.38,16.48,-260.25,0.67,7.77,4.23,,1991-03-13
1991,3,14,30.6,14.45,-257,0,8.27,4.6,,1991-03-14
1991,3,15,30.58,14.29,-256.86,0.05,9.43,4.84,,1991-03-15
1991,3,16,30.01,14.67,-257.82,0.06,9.84,5.59,,1991-03-16
1991,3,17,30.71,14.75,-257.19,0,10.45,5.02,,1991-03-17
1991,3,18,29.94,14.62,-257.84,0,11.45,5.33,,1991-03-18
1991,3,19,30.2,14.12,-257.06,0.01,10.55,5.01,,1991-03-19
1991,3,20,29.47,14.13,-257.81,0.05,9.84,5.23,,1991-03-20
1991,3,21,29.96,14.94,-258.13,0.44,8.65,4.62,,1991-03-21
1991,3,22,31.17,15.26,-257.23,0,7.46,3.31,,1991-03-22
1991,3,23,30.97,15.94,-258.12,0.03,6.38,0.62,,1991-03-23
1991,3,24,29.32,17.87,-261.7,0.21,4.42,1.43,,1991-03-24
1991,3,25,29.93,18.57,-261.79,0.7,6.26,2.84,,1991-03-25
1991,3,26,29.66,17.19,-260.67,5.17,7.37,2.31,,1991-03-26
1991,3,27,28.21,17.48,-262.42,16.82,5.3,1.38,,1991-03-27
1991,3,28,28.55,17.45,-262.05,0.48,6.14,2.49,,1991-03-28
1991,3,29,29.57,17.12,-260.69,2.31,7.96,2.95,,1991-03-29
1991,3,30,28.15,16.86,-261.87,1.39,6.24,2.2,,1991-03-30
1991,3,31,27.01,17.43,-263.57,10.64,5.53,2.41,,1991-03-31
1991,4,1,30.02,16.66,-259.79,2.9,7.61,3.99,,1991-04-01
1991,4,2,30.3,15.19,-258.04,0.07,8.15,4.21,,1991-04-02
1991,4,3,29.5,16.39,-260.04,0.83,8.92,4.56,,1991-04-03
1991,4,4,27.81,16.66,-262,3.32,7.81,5.04,,1991-04-04
1991,4,5,28.8,15.73,-260.07,4.99,6.17,3.18,,1991-04-05
1991,4,6,28.81,16.26,-260.6,3.54,6.51,1.84,,1991-04-06
1991,4,7,29.47,16.78,-260.46,0.93,5.93,3.17,,1991-04-07
1991,4,8,29.19,16.8,-260.76,0.89,6.48,4.34,,1991-04-08
1991,4,9,28.17,16.13,-261.12,1.32,6.98,3.32,,1991-04-09
1991,4,10,29.37,16.4,-260.18,0.5,5.35,3.32,,1991-04-10
1991,4,11,28.38,16.01,-260.77,4.22,5.98,3.82,,1991-04-11
1991,4,12,28.44,16.65,-261.36,1.44,8.27,4.76,,1991-04-12
1991,4,13,28.96,16.19,-260.37,0.1,8.65,4.52,,1991-04-13
1991,4,14,29.87,15.24,-258.52,0.08,11.52,4.9,,1991-04-14
1991,4,15,28.94,14.95,-259.17,0.46,10.22,5.17,,1991-04-15
1991,4,16,30.15,14,-256.99,0.11,9.4,4.7,,1991-04-16
1991,4,17,30.56,14.76,-257.36,0.02,8.91,4.54,,1991-04-17
1991,4,18,30.48,15.9,-258.56,0.34,9.14,4.75,,1991-04-18
1991,4,19,29.05,15.42,-259.51,1.5,8.84,5.11,,1991-04-19
1991,4,20,29.47,16.05,-259.74,0.68,9.06,5.4,,1991-04-20
1991,4,21,29.05,15.93,-260.02,1.09,8.88,5.23,,1991-04-21
1991,4,22,28.8,16.22,-260.56,3.33,8.34,4.67,,1991-04-22
1991,4,23,28.87,16.14,-260.41,2.49,6.56,2.62,,1991-04-23
1991,4,24,28.59,15.82,-260.38,3.16,5.49,2.84,,1991-04-24
1991,4,25,27.74,17.02,-262.43,2.01,6.97,4.18,,1991-04-25
1991,4,26,29.67,16.45,-259.94,0.39,8.49,4.46,,1991-04-26
1991,4,27,30.47,16.37,-259.06,0.07,7.36,3.86,,1991-04-27
1991,4,28,27.57,17.49,-263.07,0.16,5.95,2.77,,1991-04-28
1991,4,29,26.44,17.52,-264.24,0.43,5.09,2.58,,1991-04-29
1991,4,30,29.19,16.9,-260.87,0.58,7.1,4.3,,1991-04-30
1991,5,1,27.83,16.83,-262.15,11.39,6.63,4.63,,1991-05-01
1991,5,2,28.99,16.39,-260.55,10.38,8.45,4.3,,1991-05-02
1991,5,3,28.64,16.98,-261.49,5.76,7.23,4.13,,1991-05-03
1991,5,4,28.05,17.28,-262.37,2.47,7.59,4.62,,1991-05-04
1991,5,5,28.38,16.37,-261.15,9.47,7.26,3.45,,1991-05-05
1991,5,6,28.5,15.99,-260.65,4.85,6.45,3.8,,1991-05-06
1991,5,7,27.63,16.05,-261.56,2.86,5.96,3.87,,1991-05-07
1991,5,8,25.73,15.84,-263.25,6.93,6.05,3.05,,1991-05-08
1991,5,9,26.54,16.01,-262.62,2.56,5.77,3.11,,1991-05-09
1991,5,10,27.58,15.95,-261.52,3.87,5.27,2.35,,1991-05-10
1991,5,11,28.37,16.63,-261.42,0.5,5.44,3.48,,1991-05-11
1991,5,12,28.49,17.33,-261.99,0.09,6.98,3.75,,1991-05-12
1991,5,13,28.32,17.1,-261.92,0.11,7.57,4.19,,1991-05-13
1991,5,14,27.07,17.02,-263.1,0.06,7.61,4.69,,1991-05-14
1991,5,15,28.57,15.94,-260.52,0.03,7.34,4.47,,1991-05-15
1991,5,16,27.62,16.35,-261.88,0.38,6.34,2.98,,1991-05-16
1991,5,17,28.85,16.02,-260.32,0.34,6.64,3.48,,1991-05-17
1991,5,18,29.59,15.96,-259.52,0.24,5.15,3.06,,1991-05-18
1991,5,19,28.8,16.22,-260.56,0.8,4.55,2.56,,1991-05-19
1991,5,20,28.08,16.87,-261.93,0.8,5.7,3.06,,1991-05-20
1991,5,21,27.13,17.01,-263.02,5.12,5.45,1.88,,1991-05-21
1991,5,22,23.72,17.15,-266.59,17.32,4.84,1.42,,1991-05-22
1991,5,23,27.59,16.6,-262.16,10.12,2.96,0.85,,1991-05-23
1991,5,24,22.76,17.37,-267.77,11.92,5.39,1.89,,1991-05-24
1991,5,25,26.37,16.89,-263.67,3.5,5.58,3.12,,1991-05-25
1991,5,26,27.29,16.62,-262.47,4.46,5.55,3.16,,1991-05-26
1991,5,27,27.17,15.88,-261.86,4.77,5.12,2.58,,1991-05-27
1991,5,28,27.88,15.55,-260.82,0.25,4.67,2.77,,1991-05-28
1991,5,29,27.49,14.9,-260.56,1.12,4.57,2.35,,1991-05-29
1991,5,30,27.91,15.03,-260.26,0.48,4.11,1.91,,1991-05-30
1991,5,31,28.21,15.07,-260.01,0.51,4.35,1.66,,1991-05-31
1991,6,1,28.48,14.95,-259.62,0.43,4.05,2.2,,1991-06-01
1991,6,2,27.56,15.72,-261.31,0.84,5.63,0.55,,1991-06-02
1991,6,3,26.18,16.19,-263.17,1.94,4.02,1.42,,1991-06-03
1991,6,4,28.5,15.52,-260.17,0.73,4.08,0.91,,1991-06-04
1991,6,5,28.9,15.28,-259.52,1,2.43,0.38,,1991-06-05
1991,6,6,28.26,16.83,-261.73,0.58,2.89,0.87,,1991-06-06
1991,6,7,29.14,16.62,-260.63,0.74,3.61,1.35,,1991-06-07
1991,6,8,28.56,16.95,-261.53,1.68,3.88,1.36,,1991-06-08
1991,6,9,27.67,16.3,-261.78,0.65,4.17,1.3,,1991-06-09
1991,6,10,29.83,15.92,-259.24,0.34,3.73,0.36,,1991-06-10
1991,6,11,26.62,16.05,-262.58,0.77,4.39,1.38,,1991-06-11
1991,6,12,27.4,16.14,-261.89,0.36,4.16,1.08,,1991-06-12
1991,6,13,29.52,14.73,-258.36,0.22,4.62,1.98,,1991-06-13
1991,6,14,29.14,14.4,-258.42,0.18,4.03,0.8,,1991-06-14
1991,6,15,28.36,16.39,-261.18,1.95,3.16,0.09,,1991-06-15
1991,6,16,24.27,16.51,-265.4,1.87,5.53,2.57,,1991-06-16
1991,6,17,26.93,14.76,-260.98,0.17,7.38,3.61,,1991-06-17
1991,6,18,27.15,14.89,-260.88,0.32,7.44,3.6,,1991-06-18
1991,6,19,28.61,14.4,-258.95,0.39,6.66,2.81,,1991-06-19
1991,6,20,26.98,14.4,-260.58,0.14,5.02,1.88,,1991-06-20
1991,6,21,27.34,15.07,-260.88,0.25,5.46,2.2,,1991-06-21
1991,6,22,25.69,14.72,-262.17,0.48,6.03,2.42,,1991-06-22
1991,6,23,25.48,14.84,-262.52,0.1,5.55,1.91,,1991-06-23
1991,6,24,26.57,14.01,-260.59,0.07,5.7,2.58,,1991-06-24
1991,6,25,26.4,14.4,-261.15,0.06,5.14,2.52,,1991-06-25
1991,6,26,27.43,13.56,-259.28,0.05,4.99,2.3,,1991-06-26
1991,6,27,27.46,12.23,-257.92,0.14,5.07,2.48,,1991-06-27
1991,6,28,27.96,14.49,-259.68,0.52,4.58,2.54,,1991-06-28
1991,6,29,27.06,13.98,-260.07,0.97,5.09,2.29,,1991-06-29
1991,6,30,26.86,14.58,-260.88,0.55,4.55,2.52,,1991-06-30
1991,7,1,27.12,14.03,-260.06,2.04,4.91,2.49,,1991-07-01
1991,7,2,22.67,14.98,-265.46,3.26,4.82,2.39,,1991-07-02
1991,7,3,25.12,13.65,-261.67,1.89,5.04,1.63,,1991-07-03
1991,7,4,24.51,12.82,-261.45,3.66,4.99,2.09,,1991-07-04
1991,7,5,23.64,14.23,-263.74,10.43,4.73,1.54,,1991-07-05
1991,7,6,25.28,14.44,-262.31,5.03,5.74,1.91,,1991-07-06
1991,7,7,26.44,15.38,-262.1,2.75,5.98,2.41,,1991-07-07
1991,7,8,27.33,14.74,-260.56,1.14,5.32,2.27,,1991-07-08
1991,7,9,27.6,14.04,-259.59,0.31,5.13,1.95,,1991-07-09
1991,7,10,26.29,14.03,-260.89,0.24,5.5,2.95,,1991-07-10
1991,7,11,26.26,13.54,-260.42,0.17,6.35,3.12,,1991-07-11
1991,7,12,26.25,12.98,-259.88,0.11,5.88,3.06,,1991-07-12
1991,7,13,25.76,13.13,-260.52,0.15,5.83,2.53,,1991-07-13
1991,7,14,25.41,13.41,-261.15,0.42,6.21,2.91,,1991-07-14
1991,7,15,26.69,13.11,-259.58,0.15,6.4,2.51,,1991-07-15
1991,7,16,26.84,14.4,-260.7,1.49,4.14,1.04,,1991-07-16
1991,7,17,25.4,14.65,-262.4,1.52,4.31,2.06,,1991-07-17
1991,7,18,23.75,14.21,-263.61,0.77,5.8,2.05,,1991-07-18
1991,7,19,24.9,13.27,-261.52,0.27,5.88,3.01,,1991-07-19
1991,7,20,24.44,13.65,-262.35,0.69,6.35,3.37,,1991-07-20
1991,7,21,24.61,13.08,-261.62,0.15,6.32,2.77,,1991-07-21
1991,7,22,22.58,12.75,-263.31,0.2,4.96,2.39,,1991-07-22
1991,7,23,24.93,12.55,-260.77,0.1,5.5,2.37,,1991-07-23
1991,7,24,27.29,13.73,-259.6,0.09,5.21,2.54,,1991-07-24
1991,7,25,28.35,14.52,-259.33,1.28,5.77,2.97,,1991-07-25
1991,7,26,27.86,14.94,-260.23,2.08,5.41,2.91,,1991-07-26
1991,7,27,26.49,13.84,-260.5,0.71,6.4,2.9,,1991-07-27
1991,7,28,27.5,12.96,-258.62,0.06,5.89,2.55,,1991-07-28
1991,7,29,26.85,12.95,-259.25,0.78,6.15,2.48,,1991-07-29
1991,7,30,28.01,12.62,-257.75,0.13,5.51,2.41,,1991-07-30
1991,7,31,27.75,12.98,-258.38,0.12,5.24,2.39,,1991-07-31
1991,8,1,28.2,13.65,-258.61,0.71,4.88,1.79,,1991-08-01
1991,8,2,27.26,14.15,-260.05,2.22,4.35,0.84,,1991-08-02
1991,8,3,27.61,14.65,-260.19,1.15,4.52,0.27,,1991-08-03
1991,8,4,28.46,14.48,-259.17,1.11,5.11,0.79,,1991-08-04
1991,8,5,29.6,12.59,-256.14,0.91,5,1.36,,1991-08-05
1991,8,6,28.5,11.97,-256.62,0.09,5.71,2.67,,1991-08-06
1991,8,7,27.01,13.33,-259.47,0.09,5.1,1.07,,1991-08-07
1991,8,8,26.95,13.85,-260.05,0.75,6.11,2.12,,1991-08-08
1991,8,9,28.29,13.56,-258.42,0.47,6.35,3.49,,1991-08-09
1991,8,10,28.84,14.51,-258.81,0.33,5.23,2.63,,1991-08-10
1991,8,11,26.41,15.08,-261.81,1.03,6.05,2.54,,1991-08-11
1991,8,12,26.84,14.81,-261.12,0.96,5.88,3.57,,1991-08-12
1991,8,13,24.44,13.62,-262.32,0.9,6.93,3.27,,1991-08-13
1991,8,14,27.51,13.56,-259.2,0,6.15,2.9,,1991-08-14
1991,8,15,28.24,13.51,-258.42,0.08,6.5,3.67,,1991-08-15
1991,8,16,26.71,15.5,-261.94,0.25,6.62,3.62,,1991-08-16
1991,8,17,27.44,14.44,-260.16,0.45,4.75,1.55,,1991-08-17
1991,8,18,27.52,14.24,-259.87,2.27,4.89,1.45,,1991-08-18
1991,8,19,26.62,13.48,-260.01,0.06,6.1,3.64,,1991-08-19
1991,8,20,28.26,14.05,-258.94,0.1,5.55,2.64,,1991-08-20
1991,8,21,28.04,14.28,-259.39,0.19,4.69,2.1,,1991-08-21
1991,8,22,27.62,16.05,-261.59,1,5.35,1.63,,1991-08-22
1991,8,23,28.42,15.33,-260.06,0.84,4.92,1.38,,1991-08-23
1991,8,24,27.02,15.48,-261.6,13.69,5.67,1.17,,1991-08-24
1991,8,25,24.2,15.45,-264.4,9.35,5.09,0.81,,1991-08-25
1991,8,26,25.55,14.08,-261.67,1.71,4.3,1.56,,1991-08-26
1991,8,27,26.25,12.95,-259.85,2.25,4.87,2.18,,1991-08-27
1991,8,28,26.08,12.96,-260.03,7.59,4.43,1.57,,1991-08-28
1991,8,29,26.53,13.62,-260.24,3.83,4.86,1.38,,1991-08-29
1991,8,30,26.43,14.98,-261.7,1.87,4.02,0.95,,1991-08-30
1991,8,31,26.3,14.32,-261.17,2.57,4.08,1.9,,1991-08-31
1991,9,1,26.57,14.14,-260.73,4.05,5.21,2.13,,1991-09-01
1991,9,2,23.51,13.9,-263.54,1.18,5.31,2.35,,1991-09-02
1991,9,3,26.15,12.91,-259.92,0.08,5.98,2.38,,1991-09-03
1991,9,4,28.01,11.66,-256.8,0,5.1,2.51,,1991-09-04
1991,9,5,28.82,12.79,-257.12,0.18,3.57,0.82,,1991-09-05
1991,9,6,28.05,14.71,-259.81,1.02,4.02,0.22,,1991-09-06
1991,9,7,27.02,15.44,-261.56,0.76,5.23,1.99,,1991-09-07
1991,9,8,27.58,14.48,-260.05,1.45,4.12,1.24,,1991-09-08
1991,9,9,28.24,13.65,-258.56,0.43,4.36,1.56,,1991-09-09
1991,9,10,28.36,14.24,-259.03,0.38,4.7,2.38,,1991-09-10
1991,9,11,26.97,14.44,-260.62,0.81,6.06,2.09,,1991-09-11
1991,9,12,27.82,13.96,-259.28,1.64,5.03,2.96,,1991-09-12
1991,9,13,27.25,13.56,-259.46,0.69,5.73,1.2,,1991-09-13
1991,9,14,27.51,13.43,-259.06,0.08,5.71,2.03,,1991-09-14
1991,9,15,29.5,13.66,-257.32,0.08,5.54,1.46,,1991-09-15
1991,9,16,29.29,15.14,-259,0.02,5.12,1.81,,1991-09-16
1991,9,17,29.62,14.58,-258.11,0.14,5.81,2.53,,1991-09-17
1991,9,18,29.44,14.65,-258.36,0.01,6.35,3.16,,1991-09-18
1991,9,19,30.09,13.58,-256.63,0.02,6.95,2.79,,1991-09-19
1991,9,20,29.41,14.09,-257.83,0.03,6.09,2.77,,1991-09-20
1991,9,21,28.5,13.74,-258.38,0.55,5.66,2.52,,1991-09-21
1991,9,22,28.17,13.9,-258.88,0.43,6.07,0.93,,1991-09-22
1991,9,23,28.13,13.9,-258.92,1.55,5.38,1.84,,1991-09-23
1991,9,24,27.94,14.02,-259.24,1.39,5.94,1.3,,1991-09-24
1991,9,25,29.34,14.01,-257.82,2.85,5.62,2.17,,1991-09-25
1991,9,26,28.15,14.6,-259.6,1.72,6.16,2.32,,1991-09-26
1991,9,27,25.58,14.02,-261.6,1.92,6.25,1.53,,1991-09-27
1991,9,28,26.58,14.35,-260.91,1.48,4.86,1.74,,1991-09-28
1991,9,29,28.8,13.8,-258.14,0.75,6.1,2.45,,1991-09-29
1991,9,30,28.76,14.87,-259.26,0.87,6.09,2.9,,1991-09-30
1991,10,1,29.31,15.39,-259.23,1.16,6.95,3.97,,1991-10-01
1991,10,2,29.64,14.09,-257.61,0.1,7.03,3.94,,1991-10-02
1991,10,3,30.62,13.08,-255.6,0,6.48,3.16,,1991-10-03
1991,10,4,30.8,14.18,-256.53,0.03,5.51,2.23,,1991-10-04
1991,10,5,30.44,16.52,-259.23,0.26,6.22,1.9,,1991-10-05
1991,10,6,30.38,17.17,-259.94,0.17,6.02,1.63,,1991-10-06
1991,10,7,31.02,17.23,-259.35,0.25,6.2,2.64,,1991-10-07
1991,10,8,30.06,15.44,-258.52,0.23,5.36,0.33,,1991-10-08
1991,10,9,26.76,17.83,-264.22,0.21,3.45,2.02,,1991-10-09
1991,10,10,29.37,17.02,-260.79,0.21,4.01,1.66,,1991-10-10
1991,10,11,26.49,17.11,-263.77,0.44,4.84,1.34,,1991-10-11
1991,10,12,25.61,16.73,-264.27,0.62,5.41,1.99,,1991-10-12
1991,10,13,28.73,15.18,-259.6,0.96,5.13,1.7,,1991-10-13
1991,10,14,29.08,16.16,-260.24,0.28,4.01,1.45,,1991-10-14
1991,10,15,29.15,16.44,-260.44,0.4,4.14,1.39,,1991-10-15
1991,10,16,30.14,13.82,-256.83,0.16,5.88,2.46,,1991-10-16
1991,10,17,29.69,15.69,-259.15,0.13,6.71,2.91,,1991-10-17
1991,10,18,29.31,15.37,-259.21,3.08,4.92,2.7,,1991-10-18
1991,10,19,27.83,15.15,-260.46,2.66,5.93,3.03,,1991-10-19
1991,10,20,28.8,15.43,-259.78,0.47,6.52,3.16,,1991-10-20
1991,10,21,29.5,15.48,-259.13,1.22,6.64,3.2,,1991-10-21
1991,10,22,29.61,14.14,-257.68,0.55,7.3,3.68,,1991-10-22
1991,10,23,28.85,15.24,-259.54,1.37,6.19,3.94,,1991-10-23
1991,10,24,26.88,17.09,-263.36,0.99,5.11,2.12,,1991-10-24
1991,10,25,28.26,15.41,-260.3,1.84,5.79,1.84,,1991-10-25
1991,10,26,28.99,13.97,-258.13,1.27,5.67,2.15,,1991-10-26
1991,10,27,27.83,14.99,-260.31,1.25,7.19,3.43,,1991-10-27
1991,10,28,28.62,15.33,-259.85,0.65,6.45,2.7,,1991-10-28
1991,10,29,28.12,15.55,-260.58,0.27,5.53,2.88,,1991-10-29
1991,10,30,29.42,15.23,-258.95,0.08,6.24,3.1,,1991-10-30
1991,10,31,30.76,15.23,-257.62,0.01,7.87,2.91,,1991-10-31
1991,11,1,30.08,13.38,-256.45,0.02,8.37,3.61,,1991-11-01
1991,11,2,30.3,13.34,-256.19,0,7.69,3.16,,1991-11-02
1991,11,3,29.6,14.55,-258.1,0,7.23,2.36,,1991-11-03
1991,11,4,27.85,16.42,-261.73,0.01,6.23,2.68,,1991-11-04
1991,11,5,30.06,15.4,-258.49,0,6.38,2.31,,1991-11-05
1991,11,6,29.35,17.12,-260.92,0.01,6.25,3.3,,1991-11-06
1991,11,7,28.25,16.65,-261.54,0.31,7.56,2.94,,1991-11-07
1991,11,8,29.9,14.06,-257.31,0.15,7.45,2.48,,1991-11-08
1991,11,9,28.77,13.76,-258.14,0.1,9.22,3.94,,1991-11-09
1991,11,10,29.55,14.09,-257.7,0,8.56,4.31,,1991-11-10
1991,11,11,28.78,14.66,-259.03,0.12,9.11,4.7,,1991-11-11
1991,11,12,29.74,14.67,-258.08,0,8.91,4.32,,1991-11-12
1991,11,13,29.94,13.76,-256.97,0,9.41,4.41,,1991-11-13
1991,11,14,29.79,14.01,-257.37,0.01,10.36,4.49,,1991-11-14
1991,11,15,28,14.29,-259.44,0.01,10.51,4.78,,1991-11-15
1991,11,16,28.3,16.04,-260.88,2.61,9.73,4.92,,1991-11-16
1991,11,17,27.44,14.26,-259.97,1.86,9.88,4.65,,1991-11-17
1991,11,18,28.25,14.78,-259.67,1.03,9.73,4.74,,1991-11-18
1991,11,19,29.07,15.2,-259.28,0.62,8.8,4.62,,1991-11-19
1991,11,20,29.26,14.57,-258.45,0.45,8.55,4.08,,1991-11-20
1991,11,21,28.99,14.49,-258.64,0.78,6.66,2.78,,1991-11-21
1991,11,22,29.12,15.44,-259.47,0.7,6.71,2.88,,1991-11-22
1991,11,23,29.77,14.87,-258.24,0.32,7.2,3.36,,1991-11-23
1991,11,24,29.17,16.33,-260.31,0.18,8.62,4.02,,1991-11-24
1991,11,25,28.42,15.94,-260.67,1.58,10.31,4.49,,1991-11-25
1991,11,26,26.59,14.39,-260.95,2.85,10.02,4.55,,1991-11-26
1991,11,27,26.79,14.94,-261.3,0.85,9.98,4.1,,1991-11-27
1991,11,28,28.48,13.96,-258.63,0.01,9.38,3.44,,1991-11-28
1991,11,29,30.38,14.09,-256.86,0.01,7.82,2.97,,1991-11-29
1991,11,30,29.5,14.16,-257.81,0,7.69,3.03,,1991-11-30
1991,12,1,30.44,14.87,-257.58,2.49,6.55,2.84,,1991-12-01
1991,12,2,27.33,15.65,-261.47,6.56,6.21,2.73,,1991-12-02
1991,12,3,24.63,16.27,-264.78,2.09,5.55,3.13,,1991-12-03
1991,12,4,28.01,15.23,-260.37,1.36,7.2,2.82,,1991-12-04
1991,12,5,27.45,15.75,-261.45,3.85,8.01,3.95,,1991-12-05
1991,12,6,27.44,16.29,-262,0.22,9.21,4.59,,1991-12-06
1991,12,7,27.85,13.36,-258.66,1.3,10.12,4.59,,1991-12-07
1991,12,8,28.44,13.67,-258.38,0.11,9.97,5.37,,1991-12-08
1991,12,9,28.33,12.58,-257.4,0.62,9.53,5.41,,1991-12-09
1991,12,10,27.21,14.26,-260.21,2.42,9.47,5.8,,1991-12-10
1991,12,11,28.58,13.95,-258.52,0,10.7,5.15,,1991-12-11
1991,12,12,29.27,13.32,-257.2,0,10.84,5.12,,1991-12-12
1991,12,13,29.18,11.79,-255.76,0,9.35,3.53,,1991-12-13
1991,12,14,30.46,11.83,-254.52,0,7.12,2.8,,1991-12-14
1991,12,15,30.27,13.47,-256.35,0.07,7.02,2.97,,1991-12-15
1991,12,16,30.21,13.97,-256.91,0.24,6.43,3.55,,1991-12-16
1991,12,17,29.83,14.61,-257.93,0.05,7.05,3.02,,1991-12-17
